zip,lat,lon
6216BB,50.85246972,5.66095808
6216BC,50.85248836,5.657498717
6216BD,50.85265286,5.6565392
6216BE,50.85284557,5.655418642
6216BG,50.85310884,5.654147425
6216BH,50.8518163,5.659245878
6216BJ,50.85233762,5.658820731
6216BK,50.85164653,5.66031939
6216BL,50.85202112,5.660145944
6216BM,50.84998924,5.659589418
6216BN,50.85069216,5.6598708
6216BR,50.85024894,5.668002073
6216BS,50.85129744,5.667355463
6216BT,50.85179226,5.66685315
6216BV,50.85201291,5.666173494
6216BW,50.85323043,5.663132519
6216BX,50.84910816,5.668770593
6216BZ,50.84911965,5.667208485
6216CA,50.8501983,5.668950886
6216CB,50.85005655,5.668686836
6216CC,50.84990676,5.668412371
6216CD,50.84893247,5.665551154
6216CH,50.84975767,5.666701508
6216CJ,50.84987563,5.66684853
6216CK,50.84984824,5.666336033
6216CL,50.84953957,5.66522912
6216CP,50.85232261,5.660270833
6216CR,50.85093007,5.665117445
6216CS,50.84976548,5.6647049
6216CT,50.84962045,5.664908733
6216CV,50.84934705,5.66485341
6216EA,50.84680842,5.664905856
6216EC,50.84572399,5.659458478
6216ED,50.84543182,5.658762693
6216EG,50.84760565,5.669601806
6216EM,50.84802282,5.665224741
6216EN,50.84735772,5.665871995
6216EP,50.84771083,5.664477838
6216ER,50.84669689,5.667547369
6216ES,50.84599975,5.667869376
6216ET,50.84803683,5.666657241
6216EV,50.84687656,5.666384486
6216NS,50.84395565,5.65623854
6216NT,50.84276371,5.657277907
6216NV,50.84421547,5.655460167
6216NW,50.84356994,5.6560417
6216NX,50.84310416,5.656494714
6216NZ,50.84243738,5.657181608
6216PC,50.84457215,5.6559559
6216PD,50.84238999,5.658394585
6216PE,50.84309675,5.659121363
6216PG,50.84308569,5.658537229
6216PH,50.84418516,5.65883077
6216PJ,50.84401052,5.659737931
6216PK,50.84304267,5.660725427
6216PL,50.84392208,5.661319825
6216PM,50.84397579,5.6605439
6216PN,50.84499097,5.659947075
6216PP,50.84476478,5.661566674
6216PR,50.84343436,5.657850059
6216PS,50.84452369,5.659636924
6216PT,50.84447753,5.6640848
6216PV,50.84468496,5.663969828
6216PW,50.84494253,5.663485
6216PX,50.84530016,5.66313535
6216PZ,50.84502329,5.662983088
6216RA,50.84539888,5.662185727
6216RB,50.8456793,5.661386625
6216RC,50.84538396,5.661652706
6216RD,50.84438677,5.662373338
6216RE,50.84599853,5.662399007
6216RG,50.8467548,5.663141017
6216RH,50.84633707,5.661161437
6216RJ,50.84727394,5.663161985
6216RK,50.84719208,5.663460196
6216RL,50.8462003,5.664316329
6216RM,50.84567734,5.664884617
6216RN,50.84523651,5.665279217
6216RP,50.84490283,5.66529005
6216RR,50.84540239,5.664537911
6216RS,50.84637366,5.663482033
6216RT,50.84699474,5.662664661
6216RV,50.84789546,5.66144846
6216RW,50.84689361,5.662193544
6216RX,50.84575211,5.663294588
6216RZ,50.84746294,5.661091922
6216SB,50.84829138,5.660375441
6216SC,50.84749231,5.660335153
6216SE,50.84738805,5.659981554
6216SG,50.84718258,5.656455425
6216SH,50.84780301,5.656861491
6216SJ,50.84686634,5.65861983
6216SK,50.8473584,5.657739429
6216SL,50.84681405,5.657366755
6216SM,50.84614771,5.658323213
6216SN,50.84574079,5.657187233
6216SP,50.84540334,5.656309064
6216SR,50.84610039,5.657177003
6216ST,50.84625406,5.656778506
6216SV,50.84823835,5.662446578
6216SW,50.84670809,5.657972187
6216SX,50.8480933,5.66082319
6216SZ,50.84653532,5.655429222
6216TA,50.8472085,5.655415683
6216TB,50.84682798,5.65517952
6216TC,50.84519223,5.655392825
6216TD,50.84472444,5.656482168
6216TE,50.84618695,5.654770411
6216TG,50.84344344,5.657256724
6216TH,50.84603553,5.654348009
6216TJ,50.84648037,5.653380798
6216TK,50.84573447,5.654058222
6216TL,50.84543956,5.654351217
6216TM,50.84504242,5.654742586
6216TN,50.8469875,5.653752845
6216TP,50.84767233,5.653901133
6216TR,50.84931994,5.658009916
6216TS,50.84878728,5.654253516
6216VA,50.85074304,5.6588639
6216VB,50.85126793,5.65939118
6216VC,50.85272046,5.65886037
6216VD,50.8499528,5.65838306
6216VG,50.85302854,5.658111817
6216VH,50.85133798,5.657199717
6216VJ,50.85013988,5.657755668
6216VK,50.85001147,5.657167032
6216VL,50.84943387,5.656349837
6216VM,50.84917531,5.654443555
6216VN,50.84944833,5.6552078
6216VP,50.85007281,5.656137447
6216VR,50.84981093,5.655243705
6216VS,50.84981497,5.654263859
6216VT,50.84950075,5.653378381
6216VV,50.85054194,5.656917333
6216VW,50.85029876,5.6550806
6216VX,50.85004019,5.653292981
6216VZ,50.85050893,5.653803032
6216XB,50.85223432,5.655199615
6216XC,50.85212727,5.654658767
6216XD,50.85096384,5.654489375
6216XE,50.85082011,5.65362355
6216XG,50.85116926,5.653607267
6216XH,50.85151344,5.653632256
6216XJ,50.8518773,5.653628319
6216XK,50.85252021,5.653975175
6216XL,50.85219454,5.655885154
6216XM,50.8520277,5.656862287
6216XN,50.85219128,5.653909184
6216XP,50.85403616,5.654124036
6216XR,50.85222599,5.653004408
6216XS,50.84997239,5.652739495
6217AB,50.85714319,5.660287693
6217AC,50.85763719,5.658798575
6217AD,50.85672173,5.660255
6217AE,50.85703832,5.659313263
6217AG,50.85742329,5.658159178
6217AH,50.86086189,5.661676507
6217AJ,50.85882219,5.658082513
6217AK,50.85893177,5.658831363
6217AL,50.85818902,5.658163113
6217AM,50.85781391,5.659292865
6217AN,50.8580145,5.659543652
6217AP,50.85830671,5.659723618
6217AR,50.85852364,5.660036296
6217AS,50.85741606,5.660948204
6217AT,50.85799163,5.661290732
6217AV,50.85875066,5.66026171
6217AW,50.85944061,5.659450089
6217BA,50.8602183,5.660957313
6217BB,50.85933412,5.662152588
6217BC,50.85867053,5.662992275
6217BD,50.85995394,5.659939676
6217BE,50.8597605,5.660810896
6217BG,50.85915623,5.661266707
6217BH,50.85884685,5.661665861
6217BJ,50.85844128,5.662525521
6217BK,50.86037887,5.662172033
6217BL,50.86059469,5.661974584
6217BM,50.85995556,5.662610814
6217BN,50.86014039,5.662386113
6217BP,50.85943852,5.663092808
6217BR,50.85971316,5.662802221
6217BS,50.85913431,5.663381841
6217BT,50.86011565,5.663526374
6217BV,50.85725678,5.662440622
6217BW,50.856688,5.661880317
6217BX,50.85700123,5.661592126
6217CA,50.8563529,5.662371911
6217CB,50.8571349,5.664483333
6217CC,50.8564018,5.663480211
6217CD,50.85667844,5.663042129
6217CE,50.85819514,5.66406739
6217CG,50.85572286,5.661921718
6217CP,50.86027468,5.67098917
6217CR,50.85967026,5.669315673
6217CS,50.85931856,5.66753223
6217CT,50.860722,5.670471719
6217CV,50.86051177,5.669601046
6217CW,50.86029224,5.668758204
6217CX,50.86095753,5.666277422
6217CZ,50.85975563,5.667227337
6217EE,50.86074762,5.66720935
6217EG,50.86087554,5.666876889
6217EH,50.86092859,5.66799218
6217EJ,50.86096753,5.667637183
6217EK,50.86012319,5.668099153
6217EL,50.86113495,5.668979685
6217EM,50.86108826,5.668459293
6217EN,50.86135582,5.669620197
6217EP,50.86135022,5.66768155
6217ER,50.86194195,5.669401821
6217ES,50.86153564,5.667280668
6217ET,50.86193378,5.670988538
6217EV,50.86109511,5.671055385
6217EW,50.86158293,5.670318525
6217EZ,50.86252938,5.671226231
6217GA,50.86222591,5.669295695
6217GB,50.86183142,5.667226262
6217GD,50.86251165,5.67418091
6217GE,50.86169969,5.67560137
6217GG,50.86187873,5.672954088
6217GH,50.8615123,5.67266358
6217GJ,50.86225905,5.673930519
6217GK,50.86154912,5.675165174
6217GL,50.8617752,5.674234238
6217GM,50.86176663,5.673592625
6217GN,50.86139055,5.673989167
6217GP,50.85262237,5.671081618
6217GR,50.85416386,5.671022813
6217GS,50.85473029,5.671187863
6217GT,50.85551325,5.671304779
6217GV,50.85701493,5.671437624
6217GW,50.85897966,5.671560092
6217GX,50.86083942,5.671669514
6217GZ,50.8623911,5.671771596
6217HA,50.8528375,5.671679121
6217HB,50.85715484,5.671980947
6217HC,50.85965381,5.672107971
6217HD,50.86223641,5.672289088
6217HE,50.85551276,5.670630095
6217HG,50.85491865,5.670252688
6217HH,50.85513693,5.67039254
6217HJ,50.85444443,5.670338448
6217HK,50.85389836,5.670413447
6217HL,50.85325413,5.670464784
6217HM,50.85347071,5.6704297
6217HN,50.85406196,5.669686605
6217HP,50.85413366,5.669027106
6217HR,50.85333315,5.66929968
6217HS,50.85354127,5.669303772
6217HT,50.85416966,5.66817459
6217HV,50.85520523,5.668995019
6217HW,50.85432001,5.668009011
6217HX,50.85388195,5.66857512
6217HZ,50.85387497,5.667147667
6217JA,50.85558649,5.668732915
6217JB,50.85464698,5.667633118
6217JD,50.85207883,5.670221026
6217JE,50.85298509,5.66829509
6217JG,50.85264752,5.669904493
6217JH,50.85320322,5.668652347
6217JJ,50.85142949,5.670523637
6217JK,50.8518982,5.669723661
6217JL,50.8501432,5.671298137
6217JM,50.85030701,5.672389249
6217JN,50.8508158,5.671791683
6217JP,50.85158616,5.671579633
6217JR,50.84973801,5.6714115
6217JS,50.84940831,5.671923525
6217JT,50.85028496,5.67057168
6217JV,50.85064347,5.670016255
6217JW,50.8520728,5.668527516
6217JX,50.85241724,5.667897027
6217JZ,50.85290625,5.667229914
6217KA,50.84936732,5.675750449
6217KB,50.84924069,5.674195137
6217KC,50.84917807,5.672602688
6217KD,50.85385175,5.682812329
6217KE,50.85283381,5.681677273
6217KG,50.85209788,5.680598465
6217KH,50.8510618,5.679113694
6217KJ,50.8504608,5.678242647
6217KK,50.85143621,5.675195437
6217KL,50.85055079,5.676809758
6217KM,50.85110756,5.675138811
6217KN,50.85017325,5.676194875
6217KP,50.85072009,5.674850869
6217KR,50.85034934,5.675021255
6217KS,50.84977964,5.676023936
6217KT,50.8499736,5.674694313
6217KV,50.84995793,5.674467457
6217KW,50.85024485,5.673531557
6217KX,50.84959825,5.673674454
6217KZ,50.85013425,5.673309525
6217LA,50.85072052,5.673742793
6217LB,50.85110244,5.673849905
6217LC,50.85114929,5.674515516
6217LD,50.85136563,5.672835803
6217LE,50.85124361,5.67247473
6217LG,50.85200276,5.672411529
6217LH,50.85164275,5.672591638
6217LJ,50.8520193,5.672053431
6217LK,50.85271252,5.672874958
6217LL,50.85337151,5.67340522
6217LM,50.85222371,5.673252708
6217LN,50.85279152,5.672685196
6217LP,50.85364982,5.673022635
6217LR,50.85151693,5.673514004
6217LS,50.85174208,5.673248708
6217LT,50.85190184,5.675338796
6217LV,50.85232854,5.674947557
6217LW,50.85539064,5.673932005
6217LX,50.85362088,5.674416365
6217LZ,50.8527198,5.673968764
6217NB,50.85506517,5.67568057
6217NC,50.85498816,5.675044209
6217ND,50.85572333,5.67545007
6217NE,50.85466536,5.675863355
6217NH,50.85651475,5.672982825
6217NK,50.85719984,5.672652371
6217NN,50.85790152,5.67345889
6217NP,50.85950908,5.672631091
6217NR,50.85864996,5.672718675
6217NS,50.85742976,5.673209347
6217NV,50.85789181,5.674900824
6217NW,50.85701709,5.674046457
6217NX,50.85809247,5.674556661
6217NZ,50.8579398,5.674029075
6217PA,50.85882293,5.674154078
6217PB,50.85968908,5.675528217
6217PH,50.86052975,5.674038107
6217PJ,50.86047698,5.672409367
6217PK,50.8609285,5.674250963
6217PX,50.85376548,5.675354633
6217RA,50.85425925,5.665648036
6217VE,50.85654551,5.669248464
6217VG,50.85536985,5.664737232
6217VH,50.85536681,5.663235373
6217VJ,50.85582973,5.66236675
6217VK,50.85572456,5.663542876
6217VL,50.85614213,5.663953589
6217VM,50.85650884,5.664683089
6217VN,50.85635866,5.664315525
6217VP,50.85677062,5.665091917
6217VR,50.85704771,5.665487817
6217VT,50.85570279,5.664510231
6217VW,50.8585223,5.667743371
6217VX,50.85809702,5.667952956
6217VZ,50.85739652,5.668467582
6217XC,50.85855799,5.668679891
6217XD,50.85718931,5.669558507
6217XE,50.85851399,5.668349476
6217XG,50.85711949,5.669236943
6217XH,50.85921505,5.669302231
6217XJ,50.85870359,5.669128495
6217XK,50.85729131,5.669954814
6217XL,50.85776992,5.67012955
6217XM,50.85804866,5.670093055
6217XN,50.85844611,5.670010571
6217XP,50.85880253,5.669935356
6217XS,50.85990756,5.671044257
6217XT,50.85929797,5.670951011
6217XV,50.85858134,5.670860743
6217XW,50.85717404,5.670756845
6217XZ,50.85598871,5.670263518
6218AA,50.86255478,5.667216716
6218AG,50.85989153,5.656079115
6218AH,50.86030952,5.655924033
6218AJ,50.86063216,5.656703359
6218AK,50.86253619,5.655939758
6218AL,50.86213194,5.656320213
6218AM,50.86178923,5.656866488
6218AN,50.86129376,5.657133597
6218AP,50.86094101,5.657671717
6218AR,50.86076218,5.658008908
6218AS,50.86145211,5.65633542
6218AT,50.86131094,5.655379379
6218AV,50.86375839,5.655187752
6218AW,50.85889581,5.656183241
6218AX,50.8590445,5.656443683
6218AZ,50.86397469,5.654573612
6218BC,50.86390495,5.656218524
6218BE,50.8666577,5.657348642
6218BK,50.86421284,5.657248679
6218BP,50.86441247,5.6569437
6218BR,50.86441265,5.6569477
6218BS,50.86378826,5.657690114
6218BT,50.86398022,5.657502371
6218BV,50.86344638,5.658047458
6218BW,50.86287718,5.658632515
6218BX,50.86238144,5.65914611
6218BZ,50.86188638,5.65966149
6218CB,50.86336129,5.656425229
6218CC,50.86313699,5.657017589
6218CD,50.86288868,5.657739117
6218CE,50.8622386,5.657599697
6218CG,50.86202607,5.658186333
6218CH,50.86185126,5.658813469
6218CJ,50.86119656,5.658679554
6218CK,50.86099745,5.659242872
6218CM,50.86220046,5.662260423
6218CN,50.86237113,5.661910245
6218CP,50.86146613,5.66009062
6218CR,50.86334809,5.65932503
6218CS,50.8631249,5.659163587
6218CT,50.86212827,5.660202206
6218CV,50.86352199,5.660187232
6218CW,50.86431061,5.658771733
6218CX,50.86455068,5.659220025
6218CZ,50.86479051,5.65967015
6218DA,50.86156881,5.662554253
6218EA,50.86503254,5.660111175
6218EB,50.86438491,5.660313725
6218EC,50.8640445,5.660672317
6218ED,50.86361238,5.661121862
6218EE,50.86297499,5.661160836
6218EG,50.86255745,5.661390291
6218EH,50.86292751,5.661989369
6218EJ,50.86191877,5.662724406
6218EK,50.86212631,5.663351875
6218EL,50.86465774,5.661020528
6218EM,50.86297592,5.662705426
6218EN,50.86349903,5.663061328
6218EP,50.86455134,5.66196586
6218ER,50.86775715,5.657786783
6218ES,50.867435,5.659257593
6218ET,50.86696328,5.659696292
6218EV,50.86662059,5.661268266
6218EW,50.86637215,5.660509597
6218EX,50.86655594,5.660009714
6218GA,50.8674274,5.659866377
6218GB,50.86538253,5.66263293
6218GC,50.86386811,5.665546187
6218GD,50.86369768,5.665260688
6218GE,50.864257,5.666113847
6218GG,50.86407709,5.665919917
6218GH,50.86434433,5.666321187
6218GJ,50.86473778,5.664633233
6218GK,50.86439721,5.663445811
6218GL,50.86531329,5.663925875
6218GM,50.86575403,5.663262406
6218GN,50.86621329,5.662632438
6218GP,50.86657674,5.662107238
6218GR,50.86232256,5.664633455
6218GT,50.86620744,5.664113995
6218GV,50.86800092,5.66037584
6218GW,50.86749755,5.661402663
6218GX,50.86680143,5.662817788
6218GZ,50.86467267,5.66616652
6218HA,50.86830162,5.659646721
6218HB,50.86844549,5.65938915
6218HC,50.86861358,5.660944924
6218HD,50.86828859,5.661623494
6218HE,50.86801703,5.662226027
6218HG,50.86391211,5.668860371
6218HH,50.86420836,5.668572171
6218HJ,50.86445514,5.667722816
6218HK,50.86402893,5.669745533
6218HL,50.86614613,5.665556188
6218HM,50.86877548,5.66131955
6218HN,50.86445756,5.669501862
6218HP,50.86632617,5.666071843
6218HS,50.86498381,5.670994355
6218HT,50.86512214,5.670707378
6218HW,50.86487456,5.671919933
6218NA,50.87729556,5.672557057
6218NB,50.87896313,5.671843717
6218NC,50.8703177,5.6697707
6218ND,50.86965875,5.6689102
6218NE,50.87004744,5.669264313
6218RB,50.86131907,5.651828573
6218RC,50.86109566,5.651144111
6218RD,50.86088779,5.650464574
6218RE,50.86065618,5.649807135
6218RG,50.86041179,5.649151825
6218RH,50.86025159,5.648590331
6218RJ,50.85896035,5.6440013
6218RK,50.86269026,5.64632562
6218RL,50.86292667,5.646988733
6218RM,50.86316016,5.647656835
6218RN,50.86307478,5.64958885
6218RP,50.86357057,5.648981882
6218RR,50.86270567,5.64865017
6218RS,50.86216642,5.647150595
6218RT,50.86258329,5.647651787
6218RV,50.86251421,5.649714055
6218RW,50.86174528,5.647649623
6218RX,50.8626665,5.649398264
6218RZ,50.86191653,5.647359913
6218SB,50.86266988,5.653450225
6218SC,50.86292624,5.653597637
6218SE,50.86042057,5.64673725
6218SG,50.86234962,5.645895117
6218SH,50.86196862,5.645754714
6218SJ,50.86237604,5.650914662
6218SK,50.86310548,5.652006958
6218SL,50.86225727,5.649963627
6218SM,50.8613591,5.648357643
6218SN,50.8601245,5.655075717
6218SP,50.86066753,5.654510758
6218SR,50.86120079,5.653206836
6218ST,50.8600391,5.654405467
6218SV,50.86107114,5.654094783
6218SW,50.86160657,5.653315457
6218SX,50.86184702,5.653859033
6218SZ,50.86206733,5.654390275
6218TA,50.86229628,5.654941521
6218TB,50.86297088,5.655573194
6218TC,50.86310148,5.650778725
6218TD,50.86337537,5.651786983
6218TE,50.86351637,5.651470578
6218TG,50.86375841,5.651221472
6218TH,50.86389466,5.65088715
6218TJ,50.86415381,5.650624411
6218TK,50.86432223,5.650368538
6218TL,50.86422244,5.648973446
6218VA,50.86523289,5.652272771
6218VB,50.86652314,5.654760194
6218VC,50.86321733,5.653357629
6218VD,50.86522063,5.656289089
6218VG,50.86467044,5.656449856
6218VH,50.8633008,5.654399847
6218VJ,50.86416863,5.651940824
6218VK,50.86480254,5.653243095
6218VL,50.86485367,5.653387392
6218VM,50.86546423,5.653531606
6218VN,50.86470452,5.654321739
6218VP,50.8649404,5.653553625
6218VR,50.86566978,5.65421115
6218VS,50.86487397,5.655039933
6218VT,50.86522483,5.654248063
6218VV,50.86580666,5.654627921
6218VW,50.86462374,5.655856414
6218VX,50.86554126,5.652118956
6218VZ,50.86628471,5.6523578
6218WB,50.86513992,5.649269854
6218WC,50.86506539,5.649294578
6218WD,50.86424811,5.647104281
6218WE,50.86412683,5.64721719
6218WG,50.86357747,5.645102757
6218WH,50.86345536,5.64519242
6218XA,50.86608299,5.651872358
6218XB,50.86587916,5.651381942
6218XC,50.86584237,5.650815971
6218XD,50.86683124,5.653584943
6218XG,50.86668898,5.653250742
6218XX,50.86701886,5.6538404
6218XZ,50.86708115,5.6534132
6219AA,50.86263556,5.688189548
6219AB,50.86084722,5.6892198
6219AC,50.86703299,5.685427143
6219AD,50.86123124,5.69107924
6219AE,50.86061173,5.690136978
6219AG,50.86166105,5.69117605
6219AH,50.8614347,5.690791387
6219AJ,50.86142137,5.690058355
6219AK,50.8626114,5.692251467
6219AL,50.86083507,5.689680556
6219AM,50.8612539,5.690368056
6219AN,50.86114451,5.689931607
6219AP,50.86182038,5.689579191
6219AR,50.86193681,5.689350994
6219AS,50.86178813,5.689418429
6219AT,50.86211366,5.69036585
6219AV,50.86233384,5.689702517
6219AW,50.86242317,5.691636376
6219AX,50.86330987,5.6893054
6219AZ,50.86266023,5.692302844
6219BA,50.8639154,5.691358564
6219BB,50.86322166,5.691084957
6219BC,50.86332283,5.690485445
6219BD,50.86390115,5.68999371
6219BE,50.86395581,5.688667538
6219BG,50.86436519,5.69060294
6219BH,50.86449205,5.690305315
6219BJ,50.8644542,5.689572017
6219BK,50.86458728,5.689257588
6219BM,50.86506021,5.690594207
6219BN,50.86521375,5.689326607
6219BP,50.86399709,5.691971396
6219BR,50.86411002,5.692736465
6219BS,50.86396186,5.6933704
6219BT,50.86373273,5.69413435
6219BV,50.86351846,5.69376331
6219BW,50.86291389,5.691852324
6219BX,50.86280085,5.6924677
6219BZ,50.86299683,5.6926706
6219CZ,50.86424657,5.688168544
6219NA,50.87110262,5.68421026
6219NB,50.86792434,5.689552387
6219ND,50.87519451,5.680625976
6219NE,50.86523194,5.687164091
6219NG,50.87979799,5.678227879
6219NK,50.87937317,5.677446867
6219NL,50.8798846,5.6760316
6219NM,50.86473545,5.686110386
6219NN,50.86544963,5.68537421
6219NP,50.86999846,5.672973348
6219NW,50.86254877,5.681287167
6219PE,50.85546673,5.682354613
6221AB,50.85859656,5.700323078
6221AC,50.85049535,5.69962725
6221AD,50.85221833,5.698618564
6221AE,50.85655311,5.699440875
6221AG,50.85460933,5.699261169
6221AH,50.85324158,5.698935581
6221AK,50.85309,5.699477164
6221AL,50.85347536,5.700593614
6221AM,50.85290504,5.700736561
6221AN,50.85209623,5.699924178
6221AP,50.85200375,5.700651545
6221AR,50.8519078,5.702109477
6221AS,50.85220985,5.701238018
6221AT,50.85182672,5.701159992
6221AV,50.85111269,5.70233866
6221AW,50.85057286,5.700197906
6221AX,50.85141756,5.7024408
6221AZ,50.85101785,5.698910394
6221BA,50.85111869,5.699280586
6221BB,50.853658,5.7024637
6221BC,50.85283065,5.702985364
6221BD,50.85135236,5.703803862
6221BE,50.85173154,5.699483936
6221BG,50.85010745,5.701993667
6221BH,50.848381,5.702866469
6221BJ,50.84772113,5.703180008
6221BK,50.85065467,5.700792241
6221BL,50.84848079,5.702158641
6221BM,50.84949912,5.704053761
6221BN,50.84943659,5.702458291
6221BP,50.84982578,5.703849232
6221BR,50.84972597,5.701899911
6221BS,50.84834679,5.705233753
6221BV,50.84866113,5.704173641
6221BW,50.8485024,5.7002722
6221BX,50.8487876,5.703557996
6221BZ,50.84866442,5.700257022
6221CA,50.85070779,5.703120548
6221CB,50.84980301,5.703018422
6221CC,50.8482024,5.704258557
6221CD,50.85034709,5.702815603
6221CE,50.84855196,5.7037053
6221CG,50.84777842,5.704020976
6221CH,50.84899895,5.701316787
6221CJ,50.85004013,5.70036318
6221CK,50.84800467,5.70166964
6221CL,50.84746101,5.704617835
6221CM,50.84677966,5.701553221
6221CN,50.84716396,5.700978026
6221CP,50.84732428,5.699304554
6221CR,50.84738189,5.701166191
6221CS,50.84748707,5.699606921
6221CT,50.8496151,5.699586236
6221CV,50.84780518,5.699637286
6221CW,50.84936515,5.699252481
6221CX,50.84819759,5.699281346
6221CZ,50.84806314,5.700314633
6221DB,50.84725729,5.702290965
6221EA,50.84938238,5.700368359
6221EB,50.84937125,5.698646123
6221EC,50.84962584,5.700122663
6221ED,50.84956172,5.698399128
6221EE,50.84998131,5.698610726
6221EG,50.84887105,5.698406384
6221EH,50.84801618,5.698406561
6221EJ,50.84999722,5.698362144
6221EK,50.84890015,5.698139222
6221EL,50.84809799,5.6981145
6221EM,50.85036794,5.69795931
6221EN,50.85006085,5.6975436
6221EP,50.8498166,5.697917025
6221ER,50.84878358,5.697846711
6221ET,50.84899244,5.698782344
6221EV,50.84759004,5.698015091
6221EW,50.84726544,5.698699181
6221EZ,50.84911771,5.697610416
6221GA,50.84815191,5.697499117
6221GB,50.84751817,5.698147157
6221GD,50.84661913,5.705877526
6221GE,50.84499741,5.705751768
6221GG,50.84370605,5.70490616
6221GH,50.84302463,5.704608714
6221GJ,50.84618784,5.705582794
6221GK,50.84386754,5.7074338
6221HA,50.84477969,5.705902445
6221HB,50.84477627,5.705897196
6221HC,50.84469816,5.706384541
6221HD,50.84500142,5.70513156
6221HE,50.84496499,5.706959996
6221HG,50.84512923,5.706051938
6221HH,50.84564259,5.707003889
6221HJ,50.84563803,5.7070023
6221JA,50.84707348,5.704032281
6221JB,50.846706,5.704184969
6221JC,50.84640199,5.70433155
6221JD,50.8458718,5.706395052
6221JE,50.84412756,5.703670992
6221JG,50.84335073,5.703481422
6221JH,50.84625139,5.705408689
6221JJ,50.84613446,5.704023062
6221JK,50.8457843,5.704334755
6221JL,50.84566596,5.702827205
6221JM,50.84520158,5.703985622
6221JN,50.84646208,5.703785415
6221JP,50.84649902,5.700067344
6221JR,50.84475317,5.704258113
6221KM,50.84401846,5.701735225
6221KN,50.84432325,5.700689252
6221KR,50.84487413,5.701527974
6221KS,50.8443862,5.701172713
6221KT,50.84554867,5.701437375
6221KV,50.8458438,5.702328512
6221KZ,50.84331972,5.701970031
6221SG,50.84197154,5.705552765
6221SJ,50.84098967,5.712283092
6221SK,50.8406913,5.708116152
6221SP,50.84132712,5.705486757
6221SR,50.84137689,5.706626405
6221ST,50.84176583,5.706962061
6221SW,50.84111097,5.708534545
6221SX,50.84207589,5.708663445
6221SZ,50.84106152,5.709769741
6221TA,50.84215984,5.705680344
6221TB,50.84140872,5.712414389
6221TC,50.84165853,5.712518525
6221TD,50.84130427,5.711426028
6221TE,50.84173299,5.7111167
6221TG,50.84206584,5.712125985
6221TH,50.84226988,5.711086285
6221TJ,50.84242688,5.710821932
6221TK,50.84290476,5.710698928
6221TM,50.84321992,5.709756973
6221TN,50.84283182,5.709327241
6221TP,50.84344024,5.7100246
6221TR,50.84356138,5.708825232
6221TS,50.84481301,5.708025236
6221TT,50.84428316,5.709153019
6221TV,50.84385535,5.709192161
6221TW,50.84356269,5.7104225
6221TX,50.84285561,5.711764986
6221TZ,50.84185255,5.713235785
6221VA,50.84653416,5.706621212
6221VB,50.84426396,5.707957927
6221VC,50.84335552,5.708253495
6221VD,50.84247904,5.708569633
6221VE,50.84439469,5.707460044
6221VG,50.84313971,5.70788495
6221VH,50.84317937,5.7074372
6221VJ,50.84286905,5.707222071
6221VK,50.84337759,5.706534788
6221VM,50.84224232,5.70697815
6221VN,50.84253931,5.705826513
6221VP,50.84259113,5.706898881
6221VR,50.84373778,5.706341258
6221VS,50.84238446,5.705034948
6221VT,50.844221,5.706400125
6221VV,50.84319364,5.70519451
6221VW,50.84431368,5.705564473
6221VX,50.85206071,5.702775656
6221VZ,50.85226509,5.702755953
6221XA,50.8529442,5.702296307
6221XB,50.85249634,5.70256899
6221XC,50.85262244,5.702193293
6221XD,50.85306731,5.702041329
6221XE,50.8532131,5.701824227
6221XG,50.85354844,5.701909936
6221XH,50.85381953,5.701500323
6221XJ,50.85369248,5.699798444
6221XK,50.85401972,5.70072287
6221XL,50.85463417,5.701186831
6221XM,50.85508595,5.701223108
6221XN,50.85451203,5.700659658
6221XP,50.85503803,5.700007233
6221XR,50.85506806,5.70076012
6221XS,50.85520132,5.70088342
6221XT,50.8558037,5.7000306
6221XV,50.85554724,5.700226484
6221XW,50.85563998,5.701010909
6221XX,50.85613954,5.7003022
6221XZ,50.85632878,5.700314068
6221ZB,50.85444309,5.699993385
6222AA,50.86417927,5.700078145
6222AE,50.86599929,5.715142317
6222AG,50.86350757,5.712703647
6222AH,50.86180922,5.711458288
6222AJ,50.86041233,5.710470886
6222AK,50.86493467,5.713214378
6222AL,50.86157742,5.710800364
6222AM,50.87289896,5.724601474
6222AP,50.86077951,5.708831454
6222AR,50.86039041,5.708469421
6222AS,50.86040513,5.70875263
6222AT,50.86034133,5.70932846
6222BA,50.86281139,5.71081005
6222BB,50.86172527,5.709755747
6222BC,50.8609784,5.709845953
6222BD,50.8672322,5.705952063
6222BE,50.86593617,5.708417833
6222BG,50.86662623,5.706120283
6222BH,50.86587956,5.707299576
6222BJ,50.8650846,5.708557194
6222BL,50.86659769,5.709299929
6222BM,50.86703181,5.708979146
6222BN,50.86655943,5.709500258
6222BP,50.86662305,5.710276954
6222BR,50.86592247,5.709521936
6222BS,50.8664352,5.709682633
6222BT,50.86783886,5.709213143
6222BV,50.86884718,5.706702838
6222BW,50.8680426,5.70940055
6222BX,50.86782551,5.70562565
6222BZ,50.8676854,5.708819927
6222CA,50.86742988,5.708524625
6222CB,50.86686599,5.707821025
6222CC,50.86666791,5.7076799
6222CD,50.86742308,5.707773989
6222CE,50.86767153,5.707650937
6222CG,50.86776785,5.707447013
